Id,Label,timeset,bipartite,title,subjects,modularity_class,Degree,componentnumber,Weighted Degree,eigencentrality,clustering,triangles,Authority,Hub,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
6,4201106,,1,"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",None,0,243,0,9.355069,0.286778,0.616842,18137,0.021413,0.021413,0.000898,3,0.54451,0.582425,118.069412
11,34964864,,1,After Anna,None,0,339,0,11.973272,0.378828,0.542127,31059,0.028249,0.028249,0.001113,2,0.565268,0.615463,344.279104
13,16115612,,1,And the Mountains Echoed,None,1,763,0,11.744699,0.730735,0.357392,103895,0.054398,0.054398,0.001127,2,0.675564,0.759877,3150.503107
17,15811568,,1,Six Years,None,0,203,0,5.153891,0.243944,0.635712,13034,0.018139,0.018139,0.000565,3,0.53655,0.568801,85.20116
20,28143118,,1,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",None,3,108,0,4.600145,0.072304,0.401696,2321,0.005199,0.005199,0.000596,3,0.518728,0.536558,145.67207
22,10909,,1,The Tenth Circle,None,2,202,0,6.428242,0.226096,0.573075,11634,0.016814,0.016814,0.000674,3,0.536158,0.568347,109.173047
23,14758,,1,In Her Shoes,None,1,445,0,7.012092,0.44267,0.418595,41353,0.032874,0.032874,0.000748,3,0.589085,0.651453,937.432382
30,23212667,,1,All the Missing Girls,None,0,488,0,11.40961,0.52549,0.479146,56936,0.039198,0.039198,0.001073,3,0.599184,0.665985,708.342806
39,23453112,,1,Modern Romance,None,4,432,0,6.654145,0.461474,0.468054,43574,0.034397,0.034397,0.00069,2,0.586262,0.647139,707.456519
40,1472878,,1,"Firefly Lane (Firefly Lane, #1)",None,0,611,0,12.716772,0.627721,0.421835,78611,0.046794,0.046794,0.001191,3,0.631126,0.707993,1299.804003
43,36344555,,1,All We Ever Wanted,None,0,489,0,13.013246,0.506618,0.446327,53254,0.037718,0.037718,0.001223,3,0.599673,0.66644,1107.378764
49,32527,,1,"Alone (Detective D.D. Warren, #1)",None,2,154,0,5.512025,0.163294,0.599015,7057,0.012134,0.012134,0.000598,3,0.52692,0.551998,65.358795
57,33294200,,1,The Poet X,None,4,226,0,4.906329,0.266868,0.582773,14817,0.019893,0.019893,0.000545,3,0.541498,0.576862,136.932085
61,2807199,,1,American Wife,None,1,274,0,6.958876,0.314894,0.558648,20894,0.023485,0.023485,0.000721,3,0.551051,0.593097,205.69475
75,42156,,1,"Something Borrowed (Darcy &#38; Rachel, #1)",None,1,549,0,7.259463,0.539026,0.394546,59350,0.040067,0.040067,0.000759,3,0.61474,0.686876,1497.390457
78,10988,,1,"Drums of Autumn (Outlander, #4)",None,1,526,0,10.583787,0.556608,0.447496,61788,0.041484,0.041484,0.001021,2,0.609129,0.679155,973.983167
80,11331421,,1,The Art of Hearing Heartbeats,None,1,382,0,8.980591,0.434264,0.526666,38326,0.032414,0.032414,0.000884,3,0.574335,0.629882,370.040566
81,26025989,,1,The Princess Diarist,None,4,99,0,1.979934,0.125864,0.6745,3272,0.009371,0.009371,0.000285,3,0.517083,0.533492,16.465195
82,24388326,,1,The Heart Goes Last,None,4,174,0,4.721514,0.206275,0.618896,9315,0.01537,0.01537,0.000535,3,0.530155,0.55847,67.539172
84,16183,,1,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",None,1,139,0,4.681434,0.156728,0.613075,5880,0.011656,0.011656,0.000545,3,0.524473,0.547116,60.543512
89,10805160,,1,"Broken Harbour (Dublin Murder Squad, #4)",None,0,255,0,7.216117,0.308575,0.599444,19413,0.023026,0.023026,0.000737,3,0.547149,0.586626,148.086659
93,1282954,,1,The Last Anniversary,None,0,353,0,10.613241,0.401776,0.537004,33363,0.029978,0.029978,0.00101,3,0.568111,0.620118,310.222645
97,33149088,,1,"Say You're Sorry (Morgan Dane, #1)",None,3,126,0,2.800791,0.130504,0.52381,4125,0.009651,0.009651,0.000364,2,0.52242,0.542916,103.76944
99,29437949,,1,Behind Closed Doors,None,0,752,0,14.80008,0.726436,0.366731,103556,0.054072,0.054072,0.001356,2,0.672161,0.756131,2774.968019
101,34374628,,1,Next Year in Havana,None,0,404,0,11.629964,0.46354,0.538253,43817,0.034627,0.034627,0.001088,2,0.579779,0.637602,446.790496
103,13586707,,1,"My Brilliant Friend (The Neapolitan Novels, #1)",None,4,452,0,9.993328,0.459878,0.434688,44306,0.034227,0.034227,0.001004,3,0.590744,0.653837,833.842023
104,58822,,1,"Big Stone Gap (Big Stone Gap, #1)",None,1,228,0,5.722675,0.263798,0.571876,14799,0.019654,0.019654,0.000617,2,0.542097,0.577657,168.853157
108,13642929,,1,My Beloved World,None,4,200,0,5.347279,0.234147,0.613266,12204,0.017442,0.017442,0.00059,3,0.535962,0.567779,108.945473
114,159760,,1,Reviving Ophelia: Saving the Selves of Adolescent Girls,None,1,120,0,2.46892,0.148434,0.663866,4740,0.011046,0.011046,0.000333,3,0.521122,0.540758,36.930508
124,30002998,,1,Two By Two,None,0,213,0,4.908878,0.25766,0.64647,14596,0.019245,0.019245,0.000518,3,0.53832,0.572094,81.188427
146,9758764,,1,Then Came You,None,1,138,0,3.294516,0.153976,0.635565,6008,0.011434,0.011434,0.00041,3,0.523725,0.546435,44.342287
148,43925876,,1,The Giver of Stars,None,0,640,0,19.916564,0.65974,0.426316,87173,0.049231,0.049231,0.001774,2,0.639373,0.717984,1345.851101
154,16130537,,1,The Humans,None,4,188,0,4.696114,0.211808,0.569007,10002,0.015789,0.015789,0.000524,3,0.534012,0.563919,91.222985
171,34066798,,1,A Gentleman in Moscow,None,4,361,0,7.003715,0.396499,0.489951,31837,0.029544,0.029544,0.000724,3,0.569876,0.622843,422.853764
179,32738672,,1,Unfu*k Yourself: Get Out of Your Head and Into Your Life,None,4,200,0,4.72098,0.235818,0.63593,12655,0.017599,0.017599,0.00052,3,0.536354,0.568006,95.715883
211,21480930,,1,Gone Girl,None,1,757,0,6.223736,0.687811,0.320399,91681,0.051042,0.051042,0.00066,2,0.673704,0.757834,4449.984503
215,11230081,,1,Seriously... I'm Kidding,None,4,198,0,3.010703,0.225388,0.548121,10690,0.016775,0.016775,0.000382,3,0.535571,0.567098,112.385734
221,11250317,,1,The Song of Achilles,None,4,343,0,4.873873,0.382324,0.507357,29758,0.028486,0.028486,0.000542,2,0.56614,0.616826,444.550756
226,39927096,,1,Less,None,4,394,0,8.678286,0.42713,0.492825,38155,0.031829,0.031829,0.00088,3,0.577271,0.634083,501.047511
230,26245850,,1,Before the Fall,None,4,448,0,11.517622,0.497346,0.505153,50580,0.037123,0.037123,0.001096,2,0.590032,0.652589,574.844379
236,20510868,,1,Big Little Lies,None,3,267,0,5.346204,0.255498,0.41038,14573,0.018831,0.018831,0.000638,2,0.550019,0.59094,505.189144
237,32895291,,1,The Lying Game,None,0,442,0,13.767057,0.482452,0.503607,49082,0.036009,0.036009,0.00126,3,0.588141,0.650318,549.450178
239,26192646,,1,Sweetbitter,None,4,232,0,5.962544,0.295241,0.677452,18153,0.022054,0.022054,0.000623,3,0.542298,0.578678,81.023198
246,19063,,1,The Book Thief,None,1,1139,0,7.833602,0.930567,0.248343,160949,0.068936,0.068936,0.000788,2,0.816917,0.887943,12109.091287
249,34914739,,1,I Am Watching You,None,3,263,0,6.931681,0.179071,0.308739,10637,0.012929,0.012929,0.000813,2,0.549196,0.589578,1070.719146
254,32498122,,1,The Identicals,None,0,397,0,15.116803,0.434476,0.524362,41218,0.032457,0.032457,0.001359,3,0.577725,0.634991,384.292692
261,10335308,,1,Is Everyone Hanging Out Without Me?,None,4,606,0,6.757659,0.585369,0.371672,68133,0.043485,0.043485,0.00072,3,0.629773,0.70629,2137.22421
270,25735012,,1,"Career of Evil (Cormoran Strike, #3)",None,4,410,0,8.477435,0.439049,0.46419,38920,0.032707,0.032707,0.000866,2,0.581156,0.639646,774.110805
271,6023056,,1,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",None,4,89,0,1.904774,0.101888,0.646834,2533,0.007564,0.007564,0.000293,3,0.515449,0.5302,44.400708
272,1103,,1,Snow Flower and the Secret Fan,None,1,654,0,9.560839,0.647447,0.3908,83448,0.048201,0.048201,0.00094,2,0.643295,0.722752,1883.099246
280,24859245,,1,"Stranger Child (DCI Tom Douglas, #4)",None,3,134,0,5.373661,0.074907,0.377062,3360,0.00532,0.00532,0.000651,2,0.523911,0.54564,241.389006
283,17404747,,1,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,None,3,193,0,4.377059,0.189985,0.463515,8588,0.013992,0.013992,0.000538,2,0.53518,0.565736,290.445749
284,43641,,1,Water for Elephants,None,1,1121,0,10.035733,0.917735,0.250695,157376,0.067953,0.067953,0.000982,2,0.808815,0.881812,10852.101675
294,16120760,,1,The Shock of the Fall,None,4,141,0,2.94935,0.18152,0.686424,6775,0.013537,0.013537,0.000372,3,0.524099,0.547343,42.833973
297,30739768,,1,The Barefoot Summer,None,3,158,0,6.492997,0.106101,0.43167,5354,0.007621,0.007621,0.000753,2,0.528438,0.553815,242.176675
301,2202049,,1,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",None,1,101,0,2.373233,0.12326,0.674653,3407,0.009159,0.009159,0.000332,3,0.516356,0.533492,21.263295
305,6614,,1,Lipstick Jungle,None,1,171,0,4.212045,0.190355,0.566563,8235,0.014132,0.014132,0.000506,3,0.530155,0.557788,102.490798
306,12611253,,1,"Where'd You Go, Bernadette",None,4,199,0,4.372444,0.241338,0.61875,12190,0.017992,0.017992,0.000501,3,0.535962,0.567552,84.513222
310,9416,,1,"Confessions of a Shopaholic (Shopaholic, #1)",None,1,600,0,6.658899,0.558137,0.352415,63329,0.041404,0.041404,0.000724,2,0.628425,0.70436,2411.109804
314,10412,,1,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,None,1,188,0,2.960411,0.227069,0.599158,10532,0.016902,0.016902,0.000373,3,0.533624,0.563692,111.620576
315,24687,,1,Don't Let's Go to the Dogs Tonight: An African Childhood,None,1,269,0,5.82398,0.305398,0.558425,20129,0.022727,0.022727,0.000632,2,0.550431,0.591621,215.05329
328,29405093,,1,The Girl with the Lower Back Tattoo,None,4,417,0,9.717991,0.451868,0.4813,41746,0.033696,0.033696,0.000963,3,0.582309,0.641803,576.159678
330,261331,,1,"The Tea Rose (The Tea Rose, #1)",None,1,128,0,3.574192,0.145608,0.618233,5025,0.010835,0.010835,0.000427,3,0.522234,0.543256,38.965844
333,20454672,,1,Mean Streak,None,0,235,0,5.640395,0.259926,0.542062,14904,0.019342,0.019342,0.000596,3,0.5431,0.579814,201.266233
338,15790842,,1,"Life After Life (Todd Family, #1)",None,4,443,0,7.859618,0.473189,0.462877,45317,0.035257,0.035257,0.000805,3,0.588377,0.650658,660.160977
340,12262741,,1,Wild: From Lost to Found on the Pacific Crest Trail,None,1,924,0,9.704446,0.815441,0.296893,126603,0.060508,0.060508,0.000958,2,0.729622,0.814714,6387.602564
342,23714521,,1,Orbiting Jupiter,None,4,163,0,3.356395,0.215299,0.698402,9221,0.01608,0.01608,0.000394,3,0.529009,0.555291,33.934318
346,26031530,,1,"The Professor (McMurtrie and Drake Legal Thrillers, #1)",None,3,76,0,3.661073,0.034607,0.478246,1363,0.002395,0.002395,0.000487,3,0.511142,0.524523,75.166913
356,33930065,,1,"Deep Freeze (Virgil Flowers, #10)",None,3,163,0,6.051801,0.132046,0.391729,5172,0.009638,0.009638,0.000723,2,0.529391,0.555518,346.044935
365,21727,,1,A Simple Plan,None,4,143,0,3.073753,0.179528,0.697035,7077,0.013383,0.013383,0.000375,3,0.52466,0.548138,31.145859
366,396266,,1,"The Winter Rose (The Tea Rose, #2)",None,1,199,0,5.551838,0.237672,0.630323,12418,0.017703,0.017703,0.000605,3,0.535962,0.567552,88.470587
368,759900,,1,"The Killing Hour (Quincy &#38; Rainie, #4)",None,2,138,0,4.642056,0.152684,0.641384,6063,0.011357,0.011357,0.000512,3,0.523725,0.546435,34.500247
369,5174,,1,Fall on Your Knees,None,1,267,0,6.85502,0.295646,0.541719,19237,0.021985,0.021985,0.000723,3,0.549813,0.590827,222.334118
373,13547180,,1,Brain on Fire: My Month of Madness,None,1,536,0,8.381508,0.564328,0.440822,63205,0.042072,0.042072,0.000833,2,0.611667,0.682561,1081.849892
374,6460221,,1,Sharp Objects,None,3,120,0,2.622303,0.122877,0.494258,3529,0.009058,0.009058,0.000387,2,0.521307,0.540872,88.378621
376,29540318,,1,Year of Yes,None,1,226,0,4.783448,0.283628,0.634769,16139,0.02119,0.02119,0.000523,3,0.541298,0.576748,92.974159
379,6584000,,1,"Drums of Autumn (Outlander, #4)",None,3,142,0,4.885821,0.128995,0.467486,4680,0.009483,0.009483,0.000608,3,0.525224,0.548252,126.042825
384,29430012,,1,A Gentleman in Moscow,None,4,702,0,16.030141,0.697872,0.389813,95914,0.052002,0.052002,0.001492,2,0.657117,0.739101,2146.536846
385,25937671,,1,A Mother's Reckoning: Living in the Aftermath of Tragedy,None,4,268,0,7.61622,0.322312,0.613701,21957,0.024093,0.024093,0.000758,3,0.550019,0.591167,120.338031
387,9684523,,1,Caleb's Crossing,None,1,273,0,6.52329,0.320245,0.583387,21660,0.023874,0.023874,0.000682,3,0.550638,0.592643,172.592161
388,25365530,,1,"Good Me, Bad Me",None,0,175,0,5.839429,0.177309,0.531297,8089,0.013165,0.013165,0.000628,3,0.531307,0.559378,159.278922
389,31423133,,1,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,None,4,205,0,4.359455,0.236222,0.609374,12742,0.017611,0.017611,0.000492,3,0.536942,0.569482,111.983884
392,13481275,,1,"Lost Lake (Lost Lake, #1)",None,1,194,0,6.024502,0.225443,0.619091,11590,0.016851,0.016851,0.000629,3,0.533624,0.565054,76.349869
393,35133922,,1,Educated,None,4,1071,0,17.054574,0.923101,0.278522,159589,0.068541,0.068541,0.001561,2,0.787131,0.864782,7931.025453
401,27213208,,1,The Muse,None,4,154,0,4.088566,0.162512,0.579917,6832,0.012089,0.012089,0.000477,3,0.527299,0.552225,72.524587
405,38198021,,1,"A Killer's Mind (Zoe Bentley Mystery, #1)",None,3,212,0,6.691641,0.127536,0.329071,7360,0.009123,0.009123,0.000803,2,0.538913,0.572207,688.511057
406,18764826,,1,The House We Grew Up In,None,0,274,0,7.850128,0.305874,0.533515,19954,0.022731,0.022731,0.000798,3,0.551258,0.593211,316.911544
407,40611999,,1,"Career of Evil (Cormoran Strike, #3)",None,0,171,0,4.645373,0.217838,0.668868,9722,0.016243,0.016243,0.000516,3,0.53073,0.558129,125.241341
413,18841489,,1,Injustice For All (Joe Dillard #3),None,3,89,0,6.087843,0.041717,0.47855,1874,0.002905,0.002905,0.000725,3,0.513466,0.528951,79.535039
418,15507958,,1,"Me Before You (Me Before You, #1)",None,1,1061,0,10.701358,0.902521,0.271769,152824,0.066908,0.066908,0.00103,2,0.782933,0.861376,8772.81035
428,28954126,,1,"Ghost (Track, #1)",None,4,137,0,4.165461,0.152603,0.578252,5387,0.011378,0.011378,0.000483,3,0.523351,0.545981,52.010881
440,19398259,,1,Everything I Never Told You,None,3,151,0,4.375822,0.143079,0.453775,5139,0.01051,0.01051,0.000533,2,0.52711,0.551431,188.427195
448,25205422,,1,Who Do You Love,None,0,210,0,6.081188,0.267874,0.686535,15066,0.020016,0.020016,0.000615,3,0.537532,0.570958,55.58742
454,13624688,,1,The Time Keeper,None,0,213,0,3.5353,0.251348,0.580742,13112,0.018748,0.018748,0.000417,3,0.538518,0.572207,130.697063
455,17802724,,1,The Husband's Secret,None,1,955,0,15.702275,0.857784,0.305891,139344,0.06374,0.06374,0.001446,2,0.74104,0.825272,5558.582034
459,36199084,,1,"The Kiss Quotient (The Kiss Quotient, #1)",None,0,377,0,8.106595,0.425262,0.528783,37478,0.031746,0.031746,0.000794,3,0.573214,0.628179,370.898397
461,6614960,,1,House Rules,None,2,441,0,9.369741,0.459579,0.447784,43444,0.034216,0.034216,0.00093,3,0.588141,0.650091,750.256664
468,10964,,1,"Outlander (Outlander, #1)",None,1,923,0,8.778659,0.81968,0.300515,127870,0.060887,0.060887,0.000871,2,0.72926,0.814373,5907.304943
471,27869656,,1,Seconds to Live (Scarlet Falls #3),None,3,114,0,6.585565,0.052821,0.439683,2832,0.003674,0.003674,0.000777,3,0.517996,0.537466,123.511735
473,14748,,1,"Good in Bed (Cannie Shapiro, #1)",None,1,508,0,7.294797,0.500251,0.39676,51094,0.037152,0.037152,0.000768,2,0.604613,0.673025,1392.431883
474,10335318,,1,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",None,1,152,0,3.371839,0.178456,0.605699,6951,0.013297,0.013297,0.000408,3,0.52692,0.551544,71.661604
476,33395538,,1,Astrophysics for People in a Hurry,None,3,67,0,1.621706,0.052755,0.391678,866,0.003839,0.003839,0.000285,3,0.511142,0.52248,60.167337
479,6066819,,1,Best Friends Forever,None,1,108,0,2.923848,0.118825,0.67307,3889,0.008813,0.008813,0.000381,3,0.516901,0.535422,28.441696
484,4965,,1,Year of Wonders,None,1,439,0,8.506119,0.457865,0.461686,44387,0.034113,0.034113,0.00086,3,0.58767,0.64941,649.613658
487,49465,,1,Those Who Save Us,None,1,524,0,10.149385,0.555567,0.453432,62132,0.041414,0.041414,0.000989,2,0.608624,0.678474,883.630915
494,11469379,,1,A Walk Across the Sun,None,1,161,0,3.421172,0.199266,0.673835,8679,0.014844,0.014844,0.00041,3,0.528438,0.554496,42.683648
507,28446947,,1,"Autumn (Seasonal, #1)",None,4,195,0,4.664164,0.21725,0.586149,11087,0.016218,0.016218,0.000524,3,0.534012,0.565509,96.606548
510,35036409,,1,"My Brilliant Friend (The Neapolitan Novels, #1)",None,4,280,0,6.186967,0.31047,0.525678,20533,0.023137,0.023137,0.000656,3,0.552295,0.595141,237.194174
514,10967,,1,"The Fiery Cross (Outlander, #5)",None,1,462,0,9.954137,0.494482,0.463307,49338,0.036835,0.036835,0.000977,2,0.593371,0.657357,748.613718
515,2029177,,1,Sundays at Tiffany's,None,1,135,0,2.880031,0.152565,0.632172,5718,0.011364,0.011364,0.000361,3,0.522978,0.5453,46.499408
519,30314465,,1,"No Man's Land (John Puller, #4)",None,3,81,0,5.219159,0.035424,0.508333,1647,0.002446,0.002446,0.000652,3,0.508839,0.524183,57.341916
524,34311452,,1,"Year One (Chronicles of The One, #1)",None,0,268,0,6.502992,0.299602,0.547264,19580,0.022331,0.022331,0.000674,2,0.550225,0.591281,235.269951
553,41081373,,1,"Girl, Woman, Other",None,4,129,0,3.742179,0.136871,0.536458,4429,0.010178,0.010178,0.000471,3,0.520937,0.542688,91.400291
555,14975,,1,"Labyrinth (Languedoc, #1)",None,1,79,0,1.969943,0.086021,0.602077,1855,0.00639,0.00639,0.000294,3,0.510609,0.524864,21.077716
556,43801724,,1,"Bloody Genius (Virgil Flowers, #12)",None,3,100,0,5.931844,0.059384,0.397172,1966,0.004255,0.004255,0.00072,3,0.516719,0.533492,129.0685
559,28765613,,1,Small Great Things,None,3,241,0,6.544779,0.213422,0.396335,11462,0.015669,0.015669,0.000744,2,0.544712,0.582084,455.333919
561,40195463,,1,Circe,None,3,182,0,4.622626,0.190554,0.498027,8203,0.014107,0.014107,0.000554,2,0.533043,0.561989,174.873245
566,20910157,,1,Yes Please,None,4,640,0,6.434125,0.611003,0.361043,73826,0.04542,0.04542,0.000683,2,0.639373,0.717984,2276.069766
570,26583370,,1,Life and Other Near-Death Experiences,None,3,187,0,5.968204,0.160645,0.432638,7524,0.011706,0.011706,0.000704,2,0.534012,0.563692,293.808826
575,51037979,,1,In An Instant,None,3,187,0,4.9492,0.199619,0.504284,8770,0.014733,0.014733,0.000587,3,0.533818,0.563579,229.126654
582,18144124,,1,I Am Pilgrim,None,4,207,0,3.202025,0.24512,0.559355,11926,0.018239,0.018239,0.000403,3,0.537532,0.570277,162.985089
588,32148570,,1,Before We Were Yours,None,0,973,0,20.937311,0.877736,0.308077,145683,0.065243,0.065243,0.001869,2,0.747835,0.831403,5347.479595
589,13529,,1,March,None,1,299,0,6.534633,0.345576,0.563601,25109,0.025756,0.025756,0.000681,3,0.556061,0.601499,222.675475
593,111218,,1,Innocent Traitor,None,0,151,0,4.47468,0.154721,0.526976,5968,0.011484,0.011484,0.00051,3,0.52692,0.551317,99.858657
598,39280445,,1,Nine Perfect Strangers,None,0,635,0,14.868866,0.646194,0.411679,82869,0.048163,0.048163,0.001375,2,0.637983,0.716281,1559.214916
602,5060378,,1,"The Girl Who Played with Fire (Millennium, #2)",None,1,955,0,8.820461,0.822221,0.281923,128426,0.06095,0.06095,0.000884,2,0.74104,0.825272,8712.707751
611,15756277,,1,Prisoner B-3087,None,0,107,0,2.212838,0.132437,0.676071,3834,0.009865,0.009865,0.000304,3,0.518179,0.53599,26.258938
613,6314763,,1,Orange Is the New Black,None,1,588,0,8.528002,0.56789,0.370945,64017,0.042178,0.042178,0.000876,2,0.625213,0.700272,2226.902381
615,17333223,,1,The Goldfinch,None,1,845,0,9.34519,0.776564,0.325189,115959,0.057723,0.057723,0.000917,2,0.702056,0.787807,4461.271473
616,15795357,,1,Eleanor and Park,None,4,260,0,5.922537,0.314099,0.597416,20115,0.02344,0.02344,0.000637,3,0.54817,0.588329,148.644336
617,22695,,1,Summer Sisters,None,1,255,0,5.061637,0.273189,0.523668,16959,0.02032,0.02032,0.000563,3,0.547353,0.586739,213.020548
623,35068763,,1,The Home for Unwanted Girls,None,0,211,0,5.903615,0.259555,0.652042,14446,0.019397,0.019397,0.000601,3,0.537532,0.571185,69.680265
626,34466963,,1,Why We Sleep: Unlocking the Power of Sleep and Dreams,None,4,157,0,2.83082,0.190404,0.627797,7688,0.014192,0.014192,0.000367,3,0.527678,0.553134,76.819413
630,9300,,1,"Watermelon (Walsh Family, #1)",None,1,100,0,2.997125,0.102603,0.575354,2848,0.007586,0.007586,0.000417,3,0.516538,0.533379,39.560105
636,31443394,,1,"Beartown (Beartown, #1)",None,0,389,0,10.452604,0.420459,0.486524,36716,0.031356,0.031356,0.00102,3,0.576138,0.63238,638.070316
640,40776644,,1,The Moment of Lift: How Empowering Women Changes the World,None,4,303,0,9.270062,0.3365,0.537211,24579,0.025118,0.025118,0.00091,3,0.556693,0.602748,226.431946
644,18465852,,1,The Book of Unknown Americans,None,4,324,0,9.748871,0.368272,0.544777,28506,0.027472,0.027472,0.000957,3,0.561377,0.610014,258.245498
645,37796866,,1,Vox,None,4,197,0,4.982301,0.237473,0.612504,11825,0.017718,0.017718,0.000543,2,0.535962,0.567098,82.772733
647,9418,,1,"Shopaholic Takes Manhattan (Shopaholic, #2)",None,1,201,0,5.384917,0.219288,0.551045,11076,0.016286,0.016286,0.000626,3,0.536354,0.568233,153.808966
650,18039963,,1,A House in the Sky,None,1,254,0,5.042337,0.312058,0.605988,19471,0.023283,0.023283,0.00055,3,0.546945,0.586285,130.584679
652,33413128,,1,"Beartown (Beartown, #1)",None,0,704,0,15.548706,0.70364,0.391427,96861,0.052442,0.052442,0.001431,2,0.657706,0.739782,2016.760479
654,33016939,,1,We Were the Lucky Ones,None,3,173,0,4.596542,0.176781,0.495429,7371,0.013026,0.013026,0.000546,3,0.531114,0.55881,201.181716
668,12930,,1,"Messenger (The Giver, #3)",None,1,312,0,4.845135,0.367146,0.559836,27161,0.027396,0.027396,0.000533,3,0.559238,0.606153,227.627011
671,36840397,,1,A Place for Us,None,0,418,0,13.240843,0.462233,0.506672,44158,0.034523,0.034523,0.001228,3,0.582771,0.642257,452.010758
673,19288043,,1,Gone Girl,None,1,1010,0,6.946766,0.856546,0.27168,138433,0.063496,0.063496,0.000707,2,0.762201,0.844005,9469.572439
681,33724,,1,Can You Keep a Secret?,None,1,508,0,6.348865,0.490691,0.385594,49656,0.036411,0.036411,0.000696,2,0.604613,0.673025,1466.413242
686,34964898,,1,The Family Next Door,None,0,249,0,8.146838,0.297418,0.635801,19631,0.022229,0.022229,0.000788,3,0.545319,0.584242,107.891749
690,30633500,,1,The 7th Canon,None,3,131,0,5.841591,0.072739,0.453083,3858,0.005137,0.005137,0.000708,3,0.522978,0.544391,149.426043
695,38355282,,1,Watching You,None,0,384,0,13.460834,0.437439,0.552287,40613,0.032684,0.032684,0.001223,3,0.574785,0.630563,350.306741
703,8701129,,1,"Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)",None,2,182,0,5.408138,0.193865,0.558254,9195,0.014407,0.014407,0.000589,3,0.532463,0.561649,105.431838
712,34051011,,1,Pachinko,None,4,532,0,10.353361,0.546853,0.421584,59547,0.040709,0.040709,0.001023,2,0.610649,0.681199,1273.550977
719,27840585,,1,"Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living",None,0,323,0,8.880608,0.380606,0.601004,31254,0.028444,0.028444,0.000864,3,0.561377,0.609787,208.886199
721,196764,,1,A Piece of Cake,None,1,137,0,2.716266,0.171317,0.673894,6278,0.012764,0.012764,0.000359,3,0.522792,0.54564,40.906952
725,17333319,,1,Burial Rites,None,4,329,0,6.042664,0.3638,0.493662,26636,0.02707,0.02707,0.000647,2,0.563099,0.612057,397.155569
726,8533018,,1,"The Scottish Prisoner (Lord John Grey, #3)",None,3,133,0,3.978682,0.158972,0.659604,5790,0.011844,0.011844,0.00047,3,0.522792,0.544732,49.690871
727,40216800,,1,Sold on a Monday,None,0,270,0,8.195198,0.324284,0.603415,21913,0.024213,0.024213,0.000798,3,0.550225,0.591735,170.111828
729,22501028,,1,A Spool of Blue Thread,None,4,319,0,11.135464,0.362789,0.559275,28367,0.027091,0.027091,0.001068,3,0.560092,0.608197,239.43385
734,22521286,,1,The Paper Magician (The Paper Magician #1),None,3,72,0,1.890013,0.066458,0.457746,1170,0.004862,0.004862,0.000318,2,0.51257,0.524523,47.70866
736,12326627,,1,"The White Princess (The Plantagenet and Tudor Novels, #5; Cousins War #5)",None,1,118,0,3.793892,0.105888,0.449804,3105,0.007802,0.007802,0.000484,2,0.520937,0.540191,115.177759
745,24817626,,1,"Go Set a Watchman (To Kill a Mockingbird, #2)",None,0,483,0,8.736038,0.526021,0.475606,55362,0.039258,0.039258,0.000864,3,0.597963,0.664282,703.691433
754,17331349,,1,Think Like a Freak,None,4,127,0,2.746375,0.153957,0.693038,5545,0.011487,0.011487,0.00035,3,0.521492,0.542575,28.753116
756,18619998,,1,Pride and Prejudice,None,3,45,0,1.539472,0.038848,0.518182,513,0.002841,0.002841,0.000286,3,0.506207,0.514305,26.453911
769,29638166,,1,From Sand and Ash,None,3,336,0,10.392947,0.330845,0.434275,24441,0.024444,0.024444,0.001074,2,0.564615,0.614441,872.54671
772,31434883,,1,Eleanor Oliphant Is Completely Fine,None,1,1106,0,19.195046,0.939825,0.26933,164578,0.069761,0.069761,0.00174,2,0.802186,0.876703,8269.143141
773,2897258,,1,The Heretic Queen,None,1,168,0,4.398915,0.216838,0.681565,9561,0.016181,0.016181,0.000506,3,0.529391,0.556653,44.831216
776,40514431,,1,Evvie Drake Starts Over,None,0,374,0,11.468705,0.425895,0.548451,38255,0.031845,0.031845,0.00108,2,0.57299,0.627384,328.803663
778,27824826,,1,"The Dry (Aaron Falk, #1)",None,0,614,0,11.861648,0.601903,0.388611,73133,0.044805,0.044805,0.001135,2,0.632214,0.709128,2136.672221
785,29906980,,1,Lincoln in the Bardo,None,4,458,0,9.70038,0.485589,0.467841,48961,0.036226,0.036226,0.000955,3,0.592174,0.655881,656.158615
792,8683812,,1,The Paris Wife,None,1,703,0,11.356835,0.687791,0.374557,92423,0.051189,0.051189,0.001093,2,0.657412,0.739441,2283.343151
